EmployeeNumber,Department,JobRole,JobLevel,BusinessTravel,OverTime
1380,Sales,Sales Executive,2,Travel_Frequently,Yes
1382,Research & Development,Research Scientist,1,Travel_Frequently,No
1383,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1387,Sales,Sales Executive,2,Travel_Rarely,No
1389,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes
1390,Sales,Sales Executive,2,Travel_Rarely,Yes
1391,Sales,Sales Executive,3,Travel_Frequently,No
1392,Research & Development,Research Scientist,2,Travel_Frequently,Yes
1394,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1395,Sales,Sales Executive,2,Travel_Frequently,No
1396,Sales,Sales Executive,2,Travel_Rarely,Yes
1397,Research & Development,Healthcare Representative,3,Non-Travel,No
1399,Sales,Sales Executive,2,Travel_Rarely,No
1401,Research & Development,Manufacturing Director,4,Travel_Frequently,Yes
1402,Research & Development,Research Scientist,2,Travel_Rarely,Yes
1403,Sales,Sales Executive,2,Travel_Rarely,Yes
1405,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1407,Research & Development,Research Scientist,1,Travel_Rarely,No
1408,Human Resources,Manager,4,Travel_Rarely,No
1409,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1411,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1412,Research & Development,Manufacturing Director,3,Travel_Frequently,No
1415,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1417,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1419,Human Resources,Human Resources,3,Travel_Rarely,No
1420,Research & Development,Laboratory Technician,2,Travel_Frequently,No
1421,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes
1422,Research & Development,Research Director,4,Travel_Rarely,No
1423,Research & Development,Research Director,5,Travel_Rarely,Yes
1424,Research & Development,Research Director,4,Travel_Rarely,No
1425,Sales,Sales Executive,2,Travel_Rarely,Yes
1427,Sales,Sales Representative,1,Travel_Frequently,No
1428,Sales,Sales Executive,2,Travel_Rarely,No
1430,Research & Development,Research Director,4,Travel_Rarely,No
1431,Research & Development,Research Scientist,1,Travel_Frequently,No
1433,Research & Development,Research Scientist,1,Travel_Rarely,No
1434,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1435,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1436,Sales,Sales Executive,2,Travel_Rarely,No
1438,Research & Development,Research Scientist,1,Travel_Rarely,No
1439,Sales,Sales Representative,1,Travel_Rarely,No
1440,Research & Development,Laboratory Technician,1,Non-Travel,No
1441,Research & Development,Research Scientist,1,Travel_Rarely,No
1443,Research & Development,Research Director,4,Travel_Rarely,No
1445,Sales,Sales Executive,2,Travel_Rarely,Yes
1446,Sales,Sales Executive,2,Travel_Rarely,No
1447,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1448,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1449,Research & Development,Laboratory Technician,2,Non-Travel,No
1453,Sales,Sales Executive,3,Travel_Rarely,No
1457,Sales,Sales Executive,3,Travel_Rarely,No
1458,Research & Development,Laboratory Technician,1,Non-Travel,Yes
1459,Research & Development,Manufacturing Director,3,Travel_Frequently,No
1460,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes
1461,Human Resources,Human Resources,1,Travel_Rarely,No
1464,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes
1465,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes
1466,Sales,Sales Executive,2,Travel_Rarely,No
1467,Human Resources,Human Resources,1,Travel_Rarely,No
1468,Research & Development,Research Director,3,Non-Travel,No
1469,Sales,Sales Executive,2,Travel_Rarely,No
1471,Research & Development,Laboratory Technician,1,Non-Travel,No
1472,Research & Development,Research Director,4,Travel_Rarely,No
1473,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1474,Research & Development,Research Scientist,1,Travel_Rarely,No
1475,Research & Development,Research Scientist,1,Travel_Rarely,No
1477,Sales,Sales Executive,2,Travel_Frequently,No
1478,Sales,Sales Executive,2,Travel_Rarely,No
1479,Sales,Sales Executive,2,Travel_Rarely,No
1480,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1481,Sales,Sales Executive,2,Travel_Frequently,No
1482,Research & Development,Research Scientist,1,Non-Travel,No
1483,Research & Development,Research Scientist,2,Travel_Rarely,No
1484,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1485,Research & Development,Research Director,4,Travel_Frequently,No
1486,Sales,Sales Representative,1,Travel_Frequently,No
1487,Sales,Sales Executive,2,Travel_Frequently,No
1489,Sales,Sales Executive,2,Travel_Rarely,Yes
1492,Sales,Sales Representative,1,Travel_Rarely,No
1494,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes
1495,Sales,Sales Representative,1,Non-Travel,No
1496,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes
1497,Sales,Sales Executive,2,Travel_Rarely,No
1499,Human Resources,Human Resources,1,Travel_Rarely,No
1501,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes
1502,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1503,Sales,Sales Executive,2,Travel_Rarely,Yes
1504,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1506,Research & Development,Research Scientist,1,Travel_Rarely,No
1507,Sales,Sales Executive,2,Travel_Frequently,No
1509,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1513,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1514,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1515,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes
1516,Research & Development,Manager,3,Travel_Rarely,No
1520,Research & Development,Manager,4,Travel_Frequently,No
1522,Research & Development,Research Scientist,1,Travel_Rarely,No
1523,Research & Development,Research Director,4,Travel_Rarely,No
1525,Research & Development,Manufacturing Director,3,Travel_Rarely,No
1527,Sales,Manager,4,Travel_Rarely,No
1529,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1533,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1534,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1535,Sales,Sales Executive,3,Travel_Rarely,Yes
1537,Research & Development,Research Scientist,1,Travel_Frequently,No
1539,Research & Development,Research Director,4,Travel_Frequently,Yes
1541,Sales,Sales Representative,1,Travel_Rarely,Yes
1542,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1543,Research & Development,Research Scientist,2,Travel_Rarely,No
1544,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1545,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1546,Research & Development,Research Scientist,1,Travel_Rarely,No
1547,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes
1548,Sales,Sales Executive,2,Travel_Rarely,No
1549,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes
1550,Human Resources,Manager,4,Travel_Rarely,Yes
1551,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1552,Research & Development,Healthcare Representative,2,Non-Travel,Yes
1553,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1554,Sales,Sales Representative,1,Travel_Rarely,No
1555,Research & Development,Research Scientist,2,Travel_Rarely,No
1556,Sales,Sales Representative,1,Travel_Rarely,Yes
1557,Sales,Sales Executive,2,Travel_Rarely,No
1558,Research & Development,Research Scientist,1,Travel_Rarely,No
1560,Sales,Sales Executive,2,Travel_Rarely,No
1562,Sales,Sales Executive,2,Travel_Rarely,No
1563,Human Resources,Human Resources,2,Travel_Frequently,No
1564,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1568,Sales,Sales Executive,3,Travel_Rarely,No
1569,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1572,Research & Development,Manufacturing Director,3,Travel_Rarely,No
1573,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1574,Research & Development,Research Scientist,2,Non-Travel,No
1576,Research & Development,Research Scientist,1,Travel_Rarely,No
1577,Research & Development,Research Scientist,1,Travel_Rarely,No
1578,Sales,Manager,5,Travel_Rarely,No
1580,Research & Development,Research Scientist,2,Travel_Rarely,No
1581,Research & Development,Research Scientist,1,Travel_Rarely,No
1582,Sales,Sales Executive,2,Travel_Rarely,No
1583,Sales,Sales Executive,2,Travel_Rarely,No
1585,Sales,Sales Executive,2,Travel_Rarely,No
1586,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1587,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes
1588,Sales,Sales Executive,3,Travel_Rarely,No
1590,Research & Development,Healthcare Representative,2,Travel_Frequently,No
1591,Sales,Manager,5,Travel_Rarely,Yes
1592,Research & Development,Research Scientist,1,Travel_Rarely,No
1594,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes
1595,Research & Development,Manager,5,Travel_Rarely,No
1596,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1597,Research & Development,Healthcare Representative,2,Travel_Frequently,No
1598,Sales,Sales Executive,2,Travel_Rarely,No
1599,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1601,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1602,Sales,Manager,4,Travel_Rarely,No
1604,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1605,Research & Development,Research Scientist,1,Non-Travel,Yes
1606,Research & Development,Healthcare Representative,4,Travel_Frequently,Yes
1607,Research & Development,Research Scientist,1,Travel_Rarely,No
1608,Research & Development,Research Director,5,Travel_Rarely,Yes
1609,Research & Development,Research Scientist,1,Travel_Rarely,No
1611,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes
1612,Sales,Sales Executive,2,Non-Travel,No
1613,Sales,Sales Executive,2,Travel_Frequently,No
1614,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes
1615,Research & Development,Manufacturing Director,2,Travel_Frequently,No
1617,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1618,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1619,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1621,Research & Development,Research Scientist,2,Travel_Rarely,No
1622,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1623,Research & Development,Research Scientist,1,Travel_Rarely,No
1624,Sales,Sales Representative,1,Travel_Frequently,Yes
1625,Human Resources,Manager,5,Travel_Rarely,No
1627,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1628,Research & Development,Manufacturing Director,3,Travel_Rarely,No
1630,Research & Development,Healthcare Representative,2,Non-Travel,No
1631,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1633,Research & Development,Manufacturing Director,2,Travel_Frequently,No
1635,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1638,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes
1639,Sales,Sales Executive,3,Travel_Rarely,No
1640,Research & Development,Research Scientist,1,Travel_Rarely,No
1641,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes
1642,Human Resources,Human Resources,2,Travel_Frequently,Yes
1644,Research & Development,Manager,4,Travel_Frequently,No
1645,Sales,Sales Executive,2,Travel_Rarely,Yes
1646,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1647,Research & Development,Research Scientist,1,Travel_Rarely,No
1648,Research & Development,Research Scientist,1,Travel_Frequently,No
1649,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1650,Sales,Sales Executive,2,Travel_Rarely,No
1651,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1653,Research & Development,Manufacturing Director,2,Travel_Frequently,No
1654,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1655,Research & Development,Research Director,4,Travel_Rarely,No
1656,Research & Development,Research Director,3,Travel_Rarely,No
1657,Sales,Sales Representative,1,Travel_Rarely,No
1658,Research & Development,Research Scientist,2,Travel_Rarely,No
1659,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1661,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes
1662,Research & Development,Manufacturing Director,2,Non-Travel,No
1664,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1665,Research & Development,Manager,4,Travel_Rarely,No
1666,Research & Development,Research Director,4,Travel_Rarely,No
1667,Sales,Sales Executive,2,Travel_Frequently,Yes
1668,Research & Development,Research Scientist,2,Travel_Frequently,No
1669,Sales,Sales Executive,2,Travel_Rarely,Yes
1670,Sales,Sales Executive,2,Travel_Rarely,No
1671,Research & Development,Research Scientist,2,Travel_Rarely,No
1673,Sales,Sales Executive,2,Travel_Rarely,No
1674,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1675,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1676,Sales,Manager,4,Travel_Rarely,No
1677,Research & Development,Manager,4,Travel_Rarely,No
1678,Sales,Sales Executive,3,Travel_Rarely,Yes
1680,Sales,Sales Representative,1,Travel_Rarely,No
1681,Sales,Sales Executive,2,Non-Travel,Yes
1682,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1683,Human Resources,Human Resources,1,Travel_Rarely,Yes
1684,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1687,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1689,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1691,Sales,Sales Representative,1,Travel_Frequently,Yes
1692,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1693,Research & Development,Laboratory Technician,1,Non-Travel,No
1694,Research & Development,Research Scientist,1,Travel_Rarely,No
1696,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1697,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1698,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1700,Sales,Sales Executive,2,Travel_Frequently,No
1701,Research & Development,Research Scientist,1,Travel_Rarely,No
1702,Sales,Sales Representative,1,Travel_Rarely,Yes
1703,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes
1704,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1706,Sales,Sales Executive,2,Travel_Rarely,Yes
1707,Research & Development,Research Scientist,1,Travel_Rarely,No
1708,Sales,Sales Executive,3,Travel_Rarely,No
1709,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1710,Sales,Sales Representative,2,Travel_Rarely,No
1712,Research & Development,Healthcare Representative,3,Non-Travel,No
1714,Human Resources,Human Resources,1,Travel_Rarely,No
1716,Sales,Sales Executive,4,Travel_Frequently,No
1718,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1719,Research & Development,Research Director,4,Travel_Rarely,No
1720,Research & Development,Research Scientist,1,Travel_Frequently,No
1721,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1722,Human Resources,Human Resources,2,Non-Travel,No
1724,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes
1725,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1727,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1728,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1729,Research & Development,Research Scientist,1,Travel_Rarely,No
1731,Sales,Sales Executive,2,Non-Travel,No
1732,Sales,Sales Executive,3,Travel_Rarely,Yes
1733,Sales,Sales Executive,2,Travel_Rarely,Yes
1734,Sales,Sales Executive,2,Travel_Rarely,No
1735,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1736,Research & Development,Manufacturing Director,2,Travel_Frequently,No
1737,Research & Development,Laboratory Technician,2,Non-Travel,Yes
1739,Sales,Sales Executive,3,Travel_Rarely,No
1740,Sales,Manager,5,Travel_Rarely,No
1744,Human Resources,Human Resources,3,Travel_Rarely,No
1745,Research & Development,Research Scientist,1,Travel_Frequently,No
1746,Human Resources,Human Resources,1,Travel_Frequently,No
1747,Human Resources,Human Resources,1,Travel_Frequently,No
1749,Sales,Sales Executive,2,Travel_Rarely,No
1751,Research & Development,Research Scientist,1,Travel_Rarely,No
1752,Sales,Sales Representative,1,Travel_Rarely,No
1753,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes
1754,Sales,Sales Executive,3,Travel_Rarely,No
1755,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1756,Sales,Sales Executive,2,Non-Travel,No
1757,Sales,Sales Executive,2,Travel_Rarely,No
1758,Sales,Sales Executive,3,Travel_Rarely,Yes
1760,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1761,Sales,Sales Executive,3,Travel_Rarely,No
1762,Research & Development,Research Scientist,1,Travel_Rarely,No
1763,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1764,Research & Development,Research Scientist,1,Non-Travel,No
1766,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes
1767,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1768,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1770,Research & Development,Research Director,5,Travel_Rarely,No
1771,Research & Development,Research Scientist,2,Non-Travel,No
1772,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1774,Sales,Sales Executive,2,Non-Travel,Yes
1775,Research & Development,Manufacturing Director,4,Non-Travel,Yes
1778,Human Resources,Human Resources,1,Travel_Rarely,No
1779,Sales,Sales Executive,2,Travel_Rarely,No
1780,Sales,Sales Representative,1,Travel_Rarely,No
1782,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1783,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1784,Sales,Sales Executive,2,Travel_Rarely,No
1786,Research & Development,Manager,3,Travel_Rarely,No
1787,Sales,Sales Executive,2,Travel_Rarely,No
1789,Research & Development,Research Director,5,Travel_Rarely,Yes
1790,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes
1792,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1794,Human Resources,Human Resources,2,Travel_Rarely,No
1797,Sales,Sales Executive,2,Travel_Rarely,Yes
1798,Research & Development,Research Scientist,1,Travel_Rarely,No
1799,Research & Development,Research Scientist,1,Travel_Rarely,No
1800,Research & Development,Research Director,3,Travel_Rarely,No
1801,Sales,Sales Executive,2,Non-Travel,No
1802,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1803,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1804,Research & Development,Manufacturing Director,2,Non-Travel,No
1805,Human Resources,Human Resources,1,Non-Travel,No
1807,Research & Development,Laboratory Technician,2,Travel_Frequently,No
1809,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1812,Sales,Sales Executive,2,Travel_Frequently,No
1813,Research & Development,Research Scientist,1,Non-Travel,No
1814,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1815,Sales,Sales Executive,3,Travel_Rarely,Yes
1816,Research & Development,Manufacturing Director,3,Travel_Rarely,No
1818,Human Resources,Human Resources,1,Travel_Rarely,Yes
1821,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1822,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1823,Sales,Sales Executive,2,Travel_Rarely,No
1824,Sales,Manager,4,Non-Travel,No
1826,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1827,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes
1829,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1830,Research & Development,Research Scientist,2,Travel_Rarely,No
1833,Sales,Sales Executive,3,Travel_Frequently,No
1834,Research & Development,Research Scientist,1,Travel_Rarely,No
1835,Sales,Sales Representative,2,Travel_Rarely,Yes
1836,Sales,Sales Executive,2,Travel_Rarely,No
1837,Research & Development,Research Director,4,Travel_Frequently,Yes
1839,Research & Development,Research Scientist,1,Non-Travel,No
1842,Human Resources,Human Resources,1,Travel_Rarely,No
1844,Human Resources,Human Resources,1,Travel_Rarely,Yes
1845,Sales,Sales Executive,2,Non-Travel,No
1847,Research & Development,Research Scientist,2,Travel_Rarely,Yes
1849,Sales,Sales Executive,2,Travel_Frequently,No
1850,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes
1852,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1853,Sales,Sales Executive,2,Travel_Frequently,No
1854,Research & Development,Research Scientist,1,Non-Travel,No
1856,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1857,Research & Development,Manufacturing Director,3,Travel_Rarely,No
1858,Human Resources,Human Resources,1,Non-Travel,No
1859,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1860,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1862,Sales,Sales Executive,2,Travel_Rarely,Yes
1863,Sales,Sales Executive,4,Travel_Rarely,No
1864,Sales,Sales Representative,2,Travel_Rarely,No
1865,Human Resources,Human Resources,1,Travel_Rarely,No
1866,Research & Development,Manager,5,Travel_Rarely,No
1867,Research & Development,Research Director,5,Travel_Rarely,No
1868,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1869,Sales,Sales Executive,3,Travel_Rarely,No
1870,Research & Development,Research Scientist,1,Travel_Frequently,No
1871,Research & Development,Research Scientist,2,Travel_Rarely,No
1873,Research & Development,Research Scientist,1,Travel_Rarely,No
1875,Sales,Sales Representative,1,Travel_Rarely,No
1876,Sales,Sales Representative,1,Travel_Rarely,No
1878,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1880,Sales,Sales Executive,2,Travel_Rarely,Yes
1881,Research & Development,Laboratory Technician,2,Travel_Rarely,No
1882,Sales,Sales Executive,3,Travel_Rarely,Yes
1883,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1885,Research & Development,Research Scientist,2,Travel_Rarely,Yes
1886,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes
1888,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1890,Human Resources,Human Resources,2,Travel_Frequently,No
1892,Research & Development,Manager,4,Travel_Rarely,No
1893,Research & Development,Research Scientist,1,Travel_Rarely,Yes
1898,Sales,Sales Executive,2,Travel_Rarely,No
1900,Research & Development,Manager,4,Travel_Frequently,No
1903,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1905,Research & Development,Research Scientist,1,Non-Travel,Yes
1907,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1908,Sales,Sales Executive,2,Travel_Rarely,No
1909,Sales,Sales Executive,2,Travel_Rarely,No
1911,Research & Development,Research Director,3,Travel_Rarely,No
1912,Sales,Sales Executive,2,Travel_Rarely,Yes
1915,Sales,Sales Executive,2,Travel_Rarely,Yes
1916,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1918,Research & Development,Laboratory Technician,1,Travel_Frequently,No
1922,Research & Development,Healthcare Representative,2,Travel_Frequently,No
1924,Sales,Sales Executive,2,Travel_Rarely,No
1927,Sales,Sales Executive,2,Travel_Frequently,Yes
1928,Sales,Sales Representative,1,Travel_Frequently,No
1929,Sales,Sales Executive,2,Non-Travel,No
1931,Research & Development,Research Scientist,1,Travel_Rarely,No
1932,Research & Development,Research Scientist,2,Travel_Frequently,Yes
1933,Sales,Sales Executive,2,Travel_Rarely,Yes
1934,Research & Development,Research Scientist,2,Non-Travel,No
1935,Sales,Sales Executive,2,Travel_Rarely,No
1936,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1937,Research & Development,Research Scientist,2,Travel_Frequently,Yes
1938,Sales,Manager,4,Travel_Rarely,Yes
1939,Research & Development,Research Scientist,1,Travel_Frequently,Yes
1940,Research & Development,Research Scientist,1,Travel_Rarely,No
1941,Research & Development,Research Director,5,Travel_Frequently,No
1943,Sales,Sales Executive,2,Travel_Rarely,Yes
1944,Human Resources,Human Resources,1,Travel_Frequently,No
1945,Sales,Sales Executive,2,Travel_Rarely,No
1947,Research & Development,Research Scientist,1,Non-Travel,No
1948,Research & Development,Research Scientist,1,Non-Travel,Yes
1949,Research & Development,Laboratory Technician,1,Non-Travel,No
1950,Sales,Sales Executive,3,Travel_Rarely,No
1951,Sales,Sales Executive,3,Travel_Rarely,No
1952,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1954,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1955,Research & Development,Healthcare Representative,2,Non-Travel,No
1956,Research & Development,Research Scientist,2,Travel_Frequently,No
1960,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1961,Sales,Sales Representative,1,Travel_Rarely,No
1962,Sales,Sales Executive,2,Travel_Rarely,Yes
1965,Sales,Sales Executive,2,Travel_Rarely,No
1966,Research & Development,Manufacturing Director,2,Travel_Rarely,No
1967,Sales,Sales Executive,2,Travel_Frequently,Yes
1968,Sales,Sales Executive,3,Travel_Rarely,Yes
1969,Research & Development,Research Scientist,2,Travel_Rarely,No
1970,Research & Development,Healthcare Representative,2,Travel_Frequently,No
1971,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1972,Human Resources,Human Resources,1,Travel_Frequently,Yes
1973,Human Resources,Manager,5,Travel_Rarely,Yes
1974,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1975,Sales,Sales Executive,4,Travel_Rarely,No
1976,Research & Development,Research Scientist,2,Non-Travel,No
1979,Research & Development,Research Director,3,Non-Travel,No
1980,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes
1981,Research & Development,Healthcare Representative,2,Travel_Rarely,No
1982,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1985,Research & Development,Laboratory Technician,2,Travel_Frequently,No
1986,Sales,Sales Executive,2,Travel_Rarely,No
1987,Human Resources,Human Resources,1,Travel_Rarely,No
1989,Research & Development,Laboratory Technician,1,Travel_Rarely,No
1992,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
1993,Research & Development,Healthcare Representative,3,Travel_Rarely,No
1994,Research & Development,Laboratory Technician,1,Non-Travel,No
1995,Sales,Sales Executive,2,Travel_Rarely,No
1996,Sales,Sales Representative,1,Travel_Rarely,No
1997,Research & Development,Manufacturing Director,2,Travel_Frequently,No
1998,Research & Development,Research Scientist,2,Travel_Rarely,Yes
1999,Research & Development,Research Scientist,1,Travel_Rarely,No
2000,Research & Development,Research Director,3,Non-Travel,No
2003,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes
2007,Research & Development,Research Scientist,1,Travel_Rarely,No
2008,Research & Development,Research Scientist,2,Travel_Rarely,No
2009,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes
2010,Research & Development,Laboratory Technician,1,Travel_Rarely,No
2012,Research & Development,Laboratory Technician,1,Travel_Rarely,No
2013,Sales,Sales Representative,1,Travel_Rarely,No
2014,Research & Development,Research Scientist,2,Travel_Rarely,No
2015,Research & Development,Research Director,3,Travel_Rarely,No
2016,Sales,Sales Executive,3,Travel_Rarely,No
2017,Research & Development,Research Director,3,Travel_Rarely,Yes
2018,Sales,Sales Executive,2,Travel_Rarely,Yes
2019,Sales,Sales Representative,1,Non-Travel,No
2020,Research & Development,Research Scientist,1,Travel_Rarely,Yes
2021,Sales,Sales Representative,1,Travel_Rarely,Yes
2022,Research & Development,Manager,5,Non-Travel,No
2023,Sales,Sales Representative,1,Travel_Frequently,No
2024,Sales,Sales Executive,3,Travel_Rarely,No
2025,Research & Development,Manufacturing Director,2,Travel_Frequently,No
2026,Research & Development,Healthcare Representative,2,Non-Travel,No
2027,Research & Development,Research Scientist,1,Travel_Rarely,Yes
2031,Research & Development,Manager,5,Travel_Rarely,No
2032,Research & Development,Laboratory Technician,1,Travel_Rarely,No
2034,Research & Development,Manufacturing Director,4,Travel_Rarely,No
2035,Sales,Sales Executive,2,Travel_Rarely,No
2036,Sales,Sales Executive,2,Non-Travel,No
2037,Sales,Sales Executive,2,Travel_Rarely,No
2038,Research & Development,Research Scientist,1,Travel_Rarely,No
2040,Human Resources,Human Resources,3,Travel_Rarely,Yes
2041,Sales,Sales Executive,2,Travel_Rarely,No
2044,Sales,Sales Executive,2,Travel_Frequently,No
2045,Sales,Sales Executive,2,Travel_Rarely,No
2046,Sales,Sales Executive,2,Travel_Rarely,No
2048,Research & Development,Research Scientist,1,Travel_Rarely,No
2049,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes
2051,Research & Development,Research Scientist,1,Travel_Rarely,No
2052,Research & Development,Research Scientist,1,Travel_Rarely,No
2053,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes
